Record Length,2.500000e+03,,  -0.000350000000,   4.48000,
Sample Interval,2.000000e-07,,  -0.000349800000,   4.48000,
Trigger Point,1.750000000000e+03,,  -0.000349600000,   4.40000,
,,,  -0.000349400000,   4.40000,
,,,  -0.000349200000,   4.32000,
,,,  -0.000349000000,   4.16000,
Source,CH1,,  -0.000348800000,   4.16000,
Vertical Units,V,,  -0.000348600000,   4.08000,
Vertical Scale,2.000000e+00,,  -0.000348400000,   4.16000,
Vertical Offset,0.000000e+00,,  -0.000348200000,   4.00000,
Horizontal Units,s,,  -0.000348000000,   3.92000,
Horizontal Scale,5.000000e-05,,  -0.000347800000,   3.84000,
Pt Fmt,Y,,  -0.000347600000,   3.76000,
Yzero,0.000000e+00,,  -0.000347400000,   3.76000,
Probe Atten,1.000000e+00,,  -0.000347200000,   3.60000,
Model Number,TBS1072B-EDU,,  -0.000347000000,   3.52000,
Serial Number,C014308,,  -0.000346800000,   3.44000,
Firmware Version,FV:v4.06,,  -0.000346600000,   3.20000,
,,,-00.000346400000,   3.12000,
,,,-00.000346200000,   3.12000,
,,,-00.000346000000,   2.96000,
,,,-00.000345800000,   2.80000,
,,,-00.000345600000,   2.72000,
,,,-00.000345400000,   2.64000,
,,,-00.000345200000,   2.40000,
,,,-00.000345000000,   2.40000,
,,,-00.000344800000,   2.16000,
,,,-00.000344600000,   2.08000,
,,,-00.000344400000,   2.00000,
,,,-00.000344200000,   1.84000,
,,,-00.000344000000,   1.68000,
,,,-00.000343800000,   1.52000,
,,,-00.000343600000,   1.36000,
,,,-00.000343400000,   1.28000,
,,,-00.000343200000,   1.04000,
,,,-00.000343000000,   0.96000,
,,,-00.000342800000,   0.88000,
,,,-00.000342600000,   0.72000,
,,,-00.000342400000,   0.48000,
,,,-00.000342200000,   0.48000,
,,,-00.000342000000,   0.24000,
,,,-00.000341800000,   0.08000,
,,,-00.000341600000,  -0.08000,
,,,-00.000341400000,  -0.16000,
,,,-00.000341200000,  -0.32000,
,,,-00.000341000000,  -0.48000,
,,,-00.000340800000,  -0.64000,
,,,-00.000340600000,  -0.80000,
,,,-00.000340400000,  -0.96000,
,,,-00.000340200000,  -1.04000,
,,,-00.000340000000,  -1.12000,
,,,-00.000339800000,  -1.44000,
,,,-00.000339600000,  -1.52000,
,,,-00.000339400000,  -1.68000,
,,,-00.000339200000,  -1.84000,
,,,-00.000339000000,  -1.92000,
,,,-00.000338800000,  -2.16000,
,,,-00.000338600000,  -2.16000,
,,,-00.000338400000,  -2.32000,
,,,-00.000338200000,  -2.40000,
,,,-00.000338000000,  -2.64000,
,,,-00.000337800000,  -2.72000,
,,,-00.000337600000,  -2.88000,
,,,-00.000337400000,  -2.96000,
,,,-00.000337200000,  -2.96000,
,,,-00.000337000000,  -3.20000,
,,,-00.000336800000,  -3.28000,
,,,-00.000336600000,  -3.36000,
,,,-00.000336400000,  -3.44000,
,,,-00.000336200000,  -3.52000,
,,,-00.000336000000,  -3.76000,
,,,-00.000335800000,  -3.68000,
,,,-00.000335600000,  -3.92000,
,,,-00.000335400000,  -3.92000,
,,,-00.000335200000,  -4.00000,
,,,-00.000335000000,  -3.92000,
,,,-00.000334800000,  -4.00000,
,,,-00.000334600000,  -4.16000,
